,client_id,birth_number,client_district_id,birthear,birth_day,birth_month,client_gender,client_age,age_group,disp_id,account_id,disp_type,account_district_id,frequency,account_date,account_date_opened,frequency_statment,accountear,account_month,account_day,loan_id,date,loan_amount,loan_duration,monthly_loan_payment,loan_status,num_days_since_loan_acquired,client_id,account_id_disp,disp_type,card_id,card_type,issued,card_issued_date,district_id,district_name,region,no_of_inhabitants,no._of_municipalities_with_inhabitants_<_499,no._of_municipalities_with_inhabitants_500-1999,no._of_municipalities_with_inhabitants_2000-9999,no._of_municipalities_with_inhabitants_>10000,no._of_cities,ratio_of_urban_inhabitants,average_salary,"unemploymant_rate_""95""","unemploymant_rate_""96""",no._of_enterpreneurs_per_1000_inhabitants,"no._of_commited_crimes_""95""","no._of_commited_crimes_""96""",trans_balance,trans_freq_total,trans_amount,trans_freq_first_3_years,trans_freq_last_3_years,trans_freq_credit,trans_freq_withdraw,trans_last_in_days,order_SUM_amount,order_count,order_bank_Is_AB,order_bank_Is_CD,order_bank_Is_EF,order_bank_Is_GH,order_bank_Is_IJ,order_bank_Is_KL,order_bank_Is_MN,order_bank_Is_OP,order_bank_Is_QR,order_bank_Is_ST,order_bank_Is_UV,order_bank_Is_WX,order_bank_Is_YZ,order_k_Is_LEASING,order_k_Is_POJISTNE,order_k_IS_SIPO,order_k_Is_UVER
1101,2533,295717,40,1929,17,7,F,70,70,2533,2090,OWNER,40,POPLATEK MESICNE,1996-11-26,1425,MONTHLY,1996,11,26,,,,,,,,2533,2090,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,26723.744117647086,102,2373.634313725491,,102,47,55,1 days 00:00:00.000000000,3532.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,2879,770110,40,1977,10,1,M,22,20,2879,2384,OWNER,40,POPLATEK MESICNE,1994-12-23,721,MONTHLY,1994,12,23,,,,,,,,2879,2384,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,58293.69744680847,235,21011.14468085106,1.0,234,97,138,1 days 00:00:00.000000000,4282.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,2884,586010,40,1958,10,10,F,41,40,2884,2389,OWNER,40,POPLATEK MESICNE,1996-06-02,1248,MONTHLY,1996,06,02,,,,,,,,2884,2389,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,48062.061016949156,177,8082.2502824858775,,177,63,114,1 days 00:00:00.000000000,3912.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,2897,250718,40,1925,18,7,M,74,70,2897,2400,OWNER,40,POPLATEK MESICNE,1996-06-15,1261,MONTHLY,1996,06,15,,,,,,,,2897,2400,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,28526.96474820146,139,1625.544604316547,,139,57,82,1 days 00:00:00.000000000,1640.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,2898,206017,40,1920,17,10,F,79,70,2898,2400,DISPONENT,40,POPLATEK MESICNE,1996-06-15,1261,MONTHLY,1996,06,15,,,,,,,,2898,2400,DISPONENT,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,28526.96474820146,139,1625.544604316547,,139,57,82,1 days 00:00:00.000000000,1640.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,2968,620824,40,1962,24,8,M,37,30,2968,2458,OWNER,40,POPLATEK TYDNE,1993-03-14,72,WEEKLY,1993,03,14,,,,,,,,2968,2458,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,45029.513253012025,332,11708.1656626506,104.0,228,141,191,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1107,3016,770823,40,1977,23,8,M,22,20,3016,2498,OWNER,40,POPLATEK MESICNE,1996-03-01,1155,MONTHLY,1996,03,01,,,,,,,,3016,2498,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,29764.67783783781,185,3815.7291891891873,,185,74,111,1 days 00:00:00.000000000,6021.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,3031,655905,40,1965,5,9,F,34,30,3031,2511,OWNER,40,POPLATEK MESICNE,1994-05-01,485,MONTHLY,1994,05,01,,,,,,,,3031,2511,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,39080.287430167606,358,4556.382960893859,39.0,319,117,241,1 days 00:00:00.000000000,5755.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,3032,590410,40,1959,10,4,M,40,40,3032,2511,DISPONENT,40,POPLATEK MESICNE,1994-05-01,485,MONTHLY,1994,05,01,,,,,,,,3032,2511,DISPONENT,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,39080.287430167606,358,4556.382960893859,39.0,319,117,241,1 days 00:00:00.000000000,5755.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,3088,500611,40,1950,11,6,M,49,40,3088,2557,OWNER,40,POPLATEK MESICNE,1993-11-17,320,MONTHLY,1993,11,17,,,,,,,,3088,2557,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,22616.77272727274,341,2102.1724340175933,63.0,278,152,189,1 days 00:00:00.000000000,2806.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,3295,665313,40,1966,13,3,F,33,30,3295,2729,OWNER,40,POPLATEK MESICNE,1995-01-16,745,MONTHLY,1995,01,16,,,,,,,,3295,2729,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,48325.353136531354,271,4996.136531365313,,271,109,162,1 days 00:00:00.000000000,8733.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,3361,306002,40,1930,2,10,F,69,60,3361,2784,OWNER,40,POPLATEK MESICNE,1997-10-30,1763,MONTHLY,1997,10,30,,,,,,,,3361,2784,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,29456.48545454544,55,2833.834545454546,,55,25,30,1 days 00:00:00.000000000,3307.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,3405,491215,40,1949,15,12,M,50,50,3405,2818,OWNER,40,POPLATEK MESICNE,1993-07-21,201,MONTHLY,1993,07,21,,,,,,,,3405,2818,OWNER,537.0,classic,1997-09-15,1718.0,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,62138.403892944065,411,14065.68223844282,100.0,311,137,274,1 days 00:00:00.000000000,10141.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,3406,475713,40,1947,13,7,F,52,50,3406,2818,DISPONENT,40,POPLATEK MESICNE,1993-07-21,201,MONTHLY,1993,07,21,,,,,,,,3406,2818,DISPONENT,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,62138.403892944065,411,14065.68223844282,100.0,311,137,274,1 days 00:00:00.000000000,10141.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,3504,520125,40,1952,25,1,M,47,40,3504,2899,OWNER,40,POPLATEK MESICNE,1997-04-03,1553,MONTHLY,1997,04,03,,,,,,,,3504,2899,OWNER,549.0,classic,1998-12-12,2171.0,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,51390.92946428573,112,9085.080357142855,,112,43,69,1 days 00:00:00.000000000,7503.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,3619,550809,40,1955,9,8,M,44,40,3619,2997,OWNER,40,POPLATEK MESICNE,1997-09-09,1712,MONTHLY,1997,09,09,,,,,,,,3619,2997,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,24100.159036144596,83,1496.9975903614466,,83,42,41,1 days 00:00:00.000000000,1978.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,3862,475713,40,1947,13,7,F,52,50,3862,3195,OWNER,40,POPLATEK MESICNE,1993-09-02,244,MONTHLY,1993,09,02,,,,,,,,3862,3195,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,34263.2209150327,459,1603.9087145969481,99.0,360,154,305,1 days 00:00:00.000000000,3070.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,3939,531106,40,1953,6,11,M,46,40,3939,3256,OWNER,40,POPLATEK MESICNE,1996-11-19,1418,MONTHLY,1996,11,19,,,,,,,,3939,3256,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,21512.174125874124,143,3941.1678321678305,,143,54,89,1 days 00:00:00.000000000,6722.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,4000,571022,40,1957,22,10,M,42,40,4000,3308,OWNER,40,POPLATEK MESICNE,1996-04-02,1187,MONTHLY,1996,04,02,,,,,,,,4000,3308,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,28975.5224489796,147,7079.3748299319695,,147,68,79,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1120,4210,790915,40,1979,15,9,M,20,20,4210,3483,OWNER,40,POPLATEK MESICNE,1993-10-12,284,MONTHLY,1993,10,12,,,,,,,,4210,3483,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,17802.263666666695,300,1312.548666666666,51.0,249,121,179,1 days 00:00:00.000000000,2173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,4305,395621,40,1939,21,6,F,60,60,4305,3568,OWNER,40,POPLATEK MESICNE,1996-04-11,1196,MONTHLY,1996,04,11,,,,,,,,4305,3568,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,17196.830000000016,160,2096.81625,,160,67,93,1 days 00:00:00.000000000,2626.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,4306,401017,40,1940,17,10,M,59,50,4306,3568,DISPONENT,40,POPLATEK MESICNE,1996-04-11,1196,MONTHLY,1996,04,11,,,,,,,,4306,3568,DISPONENT,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,17196.830000000016,160,2096.81625,,160,67,93,1 days 00:00:00.000000000,2626.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,4323,240320,40,1924,20,3,M,75,70,4323,3583,OWNER,40,POPLATEK MESICNE,1995-02-03,763,MONTHLY,1995,02,03,,,,,,,,4323,3583,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,25321.98053097343,226,2147.526106194689,,226,95,131,1 days 00:00:00.000000000,3084.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,4324,185722,40,1918,22,7,F,81,80,4324,3583,DISPONENT,40,POPLATEK MESICNE,1995-02-03,763,MONTHLY,1995,02,03,,,,,,,,4324,3583,DISPONENT,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,25321.98053097343,226,2147.526106194689,,226,95,131,1 days 00:00:00.000000000,3084.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,4561,685629,40,1968,29,6,F,31,30,4561,3783,OWNER,40,POPLATEK MESICNE,1995-11-29,1062,MONTHLY,1995,11,29,,,,,,,,4561,3783,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,27118.03112244901,196,3785.518367346937,,196,79,117,1 days 00:00:00.000000000,3041.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,4915,630719,40,1963,19,7,M,36,30,4915,4078,OWNER,40,POPLATEK MESICNE,1993-01-30,29,MONTHLY,1993,01,30,,,,,,,,4915,4078,OWNER,747.0,classic,1994-02-05,400.0,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,65115.5358255451,321,11153.547663551419,99.0,222,143,178,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1127,5352,765818,40,1976,18,8,F,23,20,5352,4437,OWNER,40,POPLATEK MESICNE,1993-09-24,266,MONTHLY,1993,09,24,,,,,,,,5352,4437,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,29747.541621621618,370,2306.8086486486454,93.0,277,206,164,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1128,6052,490406,40,1949,6,4,M,50,50,6052,5011,OWNER,31,POPLATEK MESICNE,1993-08-25,236,MONTHLY,1993,08,25,,,,,,,,6052,5011,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,34517.935380835326,407,11957.770515970513,95.0,312,167,240,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1129,6417,500107,40,1950,7,1,M,49,40,6417,5313,OWNER,40,POPLATEK MESICNE,1993-04-29,118,MONTHLY,1993,04,29,6087.0,1994-02-27,300660.0,60.0,5011.0,C,422.0,6417,5313,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,49107.31946755407,601,8247.93394342763,177.0,424,181,420,1 days 00:00:00.000000000,12927.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,9456,416207,40,1941,7,12,F,58,50,9148,7636,OWNER,40,POPLATEK MESICNE,1996-10-08,1376,MONTHLY,1996,10,08,6553.0,1998-01-26,42384.0,12.0,3532.0,C,1851.0,9456,7636,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,43748.83609756098,205,6647.546341463421,,205,68,137,1 days 00:00:00.000000000,6934.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,11093,590129,40,1959,29,1,M,40,40,10785,9006,OWNER,40,POPLATEK TYDNE,1994-09-02,609,WEEKLY,1994,09,02,6810.0,1996-06-08,186384.0,48.0,3883.0,C,1254.0,11093,9006,OWNER,,,,,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,56833.15080831402,433,10415.2311778291,36.0,397,192,241,1 days 00:00:00.000000000,8424.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,12986,735508,40,1973,8,5,F,26,20,12678,10558,OWNER,40,POPLATEK MESICNE,1996-02-01,1126,MONTHLY,1996,02,01,,,,,,,,12986,10558,OWNER,1188.0,classic,1998-09-19,2087.0,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,53497.836595744695,235,9206.767659574474,,235,96,139,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1133,13,745529,54,1974,29,5,F,25,20,13,10,OWNER,54,POPLATEK MESICNE,1996-08-28,1335,MONTHLY,1996,08,28,,,,,,,,13,10,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,47792.1269230769,156,6670.54551282051,,156,59,97,1 days 00:00:00.000000000,8377.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,27,665326,54,1966,26,3,F,33,30,27,21,OWNER,54,POPLATEK MESICNE,1997-12-06,1800,MONTHLY,1997,12,06,,,,,,,,27,21,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,35286.20967741936,62,4813.424193548387,,62,34,28,1 days 00:00:00.000000000,6276.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,138,726021,54,1972,21,10,F,27,20,138,115,OWNER,68,POPLATEK MESICNE,1993-03-19,77,MONTHLY,1993,03,19,,,,,,,,138,115,OWNER,22.0,classic,1997-01-11,1471.0,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,32952.37686170216,376,3286.1010638297867,109.0,267,158,218,1 days 00:00:00.000000000,5110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,156,305722,54,1930,22,7,F,69,60,156,130,OWNER,54,POPLATEK MESICNE,1997-02-12,1503,MONTHLY,1997,02,12,,,,,,,,156,130,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,26258.43398058254,103,2674.3087378640776,,103,42,61,1 days 00:00:00.000000000,3969.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,251,765303,54,1976,3,3,F,23,20,251,208,OWNER,54,POPLATEK MESICNE,1996-03-27,1181,MONTHLY,1996,03,27,,,,,,,,251,208,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,34084.367153284686,274,3953.0507299270052,,274,71,203,1 days 00:00:00.000000000,7446.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,289,580327,54,1958,27,3,M,41,40,289,239,OWNER,69,POPLATEK TYDNE,1993-03-01,59,WEEKLY,1993,03,01,,,,,,,,289,239,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,56790.61177504397,569,8833.284358523728,165.0,404,184,385,1 days 00:00:00.000000000,7189.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,315,670501,54,1967,1,5,M,32,30,315,261,OWNER,54,POPLATEK MESICNE,1996-10-07,1375,MONTHLY,1996,10,07,,,,,,,,315,261,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,17089.29305555554,144,1482.094444444445,,144,57,87,1 days 00:00:00.000000000,2553.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,344,635716,54,1963,16,7,F,36,30,344,284,OWNER,54,POPLATEK MESICNE,1997-07-18,1659,MONTHLY,1997,07,18,,,,,,,,344,284,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,35316.49560439563,91,8158.035164835161,,91,39,52,1 days 00:00:00.000000000,5629.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,364,426205,54,1942,5,12,F,57,50,364,299,OWNER,77,POPLATEK MESICNE,1993-04-05,94,MONTHLY,1993,04,05,,,,,,,,364,299,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,71412.94510869557,368,14649.142391304325,100.0,268,181,187,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1142,421,650731,54,1965,31,7,M,34,30,421,344,OWNER,54,POPLATEK MESICNE,1993-12-01,334,MONTHLY,1993,12,01,5044.0,1994-12-21,100980.0,60.0,1683.0,C,719.0,421,344,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,41086.57468671682,399,4615.171929824565,74.0,325,128,271,1 days 00:00:00.000000000,6422.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,518,795428,54,1979,28,4,F,20,20,518,430,OWNER,54,POPLATEK MESICNE,1995-09-02,974,MONTHLY,1995,09,02,,,,,,,,518,430,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,39824.59733333333,75,1267.165333333334,,75,62,13,17 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1144,533,415519,54,1941,19,5,F,58,50,533,442,OWNER,54,POPLATEK MESICNE,1997-03-30,1549,MONTHLY,1997,03,30,5063.0,1997-07-10,357840.0,48.0,7455.0,D,1651.0,533,442,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,31241.493749999983,80,10057.351249999998,,80,35,45,1 days 00:00:00.000000000,15129.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,547,490331,54,1949,31,3,M,50,50,547,455,OWNER,54,POPLATEK MESICNE,1995-04-23,842,MONTHLY,1995,04,23,,,,,,,,547,455,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,26006.641276595732,235,5182.966382978723,,235,96,139,1 days 00:00:00.000000000,8339.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,621,390317,54,1939,17,3,M,60,60,621,517,OWNER,76,POPLATEK MESICNE,1993-09-22,264,MONTHLY,1993,09,22,,,,,,,,621,517,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,54080.77226890759,357,9027.673949579841,72.0,285,129,228,1 days 00:00:00.000000000,9255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,638,615203,54,1961,3,2,F,38,30,638,530,OWNER,54,POPLATEK MESICNE,1996-11-19,1418,MONTHLY,1996,11,19,,,,,,,,638,530,OWNER,115.0,classic,1997-07-30,1671.0,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,40348.89291338581,127,10586.092125984254,,127,52,75,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1148,651,765127,54,1976,27,1,F,23,20,651,540,OWNER,75,POPLATEK MESICNE,1993-10-16,288,MONTHLY,1993,10,16,,,,,,,,651,540,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,30033.74359673021,367,3141.589100817437,90.0,277,206,161,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1149,704,750501,54,1975,1,5,M,24,20,704,586,OWNER,54,POPLATEK MESICNE,1995-03-16,804,MONTHLY,1995,03,16,,,,,,,,704,586,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,31055.23087557603,217,2931.496313364054,,217,111,106,1 days 00:00:00.000000000,,,,,,,,,,,,,,,,,,,
1150,712,621204,54,1962,4,12,M,37,30,712,594,OWNER,54,POPLATEK MESICNE,1994-12-09,707,MONTHLY,1994,12,09,,,,,,,,712,594,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,19196.6652360515,233,1229.3206008583697,3.0,230,99,134,1 days 00:00:00.000000000,2054.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,717,680502,54,1968,2,5,M,31,30,717,599,OWNER,54,POPLATEK MESICNE,1996-12-04,1433,MONTHLY,1996,12,04,,,,,,,,717,599,OWNER,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,24132.583783783764,148,4291.827027027024,,148,52,96,1 days 00:00:00.000000000,4085.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,718,605228,54,1960,28,2,F,39,30,718,599,DISPONENT,54,POPLATEK MESICNE,1996-12-04,1433,MONTHLY,1996,12,04,,,,,,,,718,599,DISPONENT,,,,,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,24132.583783783764,148,4291.827027027024,,148,52,96,1 days 00:00:00.000000000,4085.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
